distance,elevation,terrain,dangerous,risk
136,1150,paved,0,141
24,1250,sand,1,110
165,450,sand,0,197
25,1000,sand,0,60
62,650,paved,1,115
111,150,rocky,0,151
186,1700,dirt,1,254
183,450,rocky,1,275
28,1050,dirt,0,43
173,600,sand,1,256
27,750,rocky,1,120
40,1450,paved,1,97
39,1950,rocky,0,88
104,1950,rocky,1,203
121,1250,dirt,1,187
16,600,sand,1,99
32,800,sand,0,66
41,850,dirt,1,105
103,1800,dirt,0,122
116,1750,dirt,1,184
172,1150,rocky,1,267
73,750,rocky,1,166
47,250,rocky,1,138
159,900,dirt,0,173
115,850,paved,0,119
56,450,sand,1,138
78,200,dirt,0,89
91,1450,sand,1,178
110,1500,sand,1,197
152,400,sand,1,234
105,1200,rocky,0,151
190,1550,rocky,1,287
95,200,paved,1,146
127,1900,rocky,1,226
158,1000,sand,0,193
84,1250,paved,1,140
25,1550,dirt,0,42
107,450,dirt,0,119
86,1200,rocky,1,182
162,1950,sand,0,201
123,2000,paved,1,183
40,1000,dirt,0,55
101,600,rocky,1,194
168,650,sand,0,201
197,1200,paved,0,203
34,1400,rocky,0,81
6,150,sand,0,36
84,650,rocky,0,127
7,1850,rocky,1,106
128,700,sand,0,161
11,1850,rocky,0,60
87,900,dirt,0,101
102,900,dirt,1,166
8,650,dirt,1,71
110,1900,rocky,1,209
44,250,dirt,0,55
3,1850,dirt,0,22
33,2000,sand,0,73
46,1950,rocky,0,95
5,600,rocky,0,48
4,600,paved,0,7
6,1050,sand,1,91
157,600,paved,1,210
25,1100,paved,1,80
92,1950,dirt,0,111
135,1700,rocky,1,233
82,1050,rocky,0,127
128,450,paved,0,130
130,850,rocky,1,224
162,0,rocky,0,202
113,1450,rocky,0,160
73,1350,sand,1,159
198,1400,rocky,1,295
195,300,dirt,0,206
71,1550,rocky,0,118
107,1450,dirt,1,174
96,100,dirt,1,156
82,1900,rocky,0,131
65,1800,dirt,0,84
90,350,paved,0,91
160,950,sand,0,194
46,50,dirt,0,56
58,300,paved,1,109
101,1550,sand,1,188
90,900,dirt,1,154
200,800,dirt,0,214
63,1250,rocky,1,159
138,350,paved,1,189
22,1150,sand,1,107
56,400,dirt,1,118
70,400,sand,1,152
27,1000,paved,0,32
30,250,rocky,0,71
117,1950,paved,1,176
103,800,dirt,1,167
112,1200,sand,0,148
74,800,dirt,0,88
7,1800,dirt,0,26
130,650,paved,0,133
150,650,sand,0,183
58,300,paved,0,59
174,1550,rocky,1,271
174,1400,rocky,0,221
147,1000,rocky,1,242
42,1750,sand,1,130
145,350,paved,0,146
107,1800,sand,0,146
12,2000,dirt,1,82
79,1300,paved,1,135
90,1600,sand,1,178
151,2000,sand,1,241
10,1800,rocky,0,59
127,300,dirt,1,188
73,1200,sand,1,159
112,2000,sand,1,202
121,1050,paved,1,176
22,950,paved,0,26
180,1400,dirt,1,247
164,1800,dirt,0,183
188,450,rocky,1,280
156,550,rocky,1,248
72,1200,dirt,0,88
11,150,sand,0,41
154,400,sand,1,236
154,100,rocky,1,244
193,1750,rocky,0,241
163,1150,paved,0,168
181,0,sand,1,261
147,400,dirt,1,209
78,450,sand,1,160
3,450,sand,1,85
155,350,dirt,0,166
149,1500,sand,0,186
188,1850,rocky,1,287
113,150,dirt,0,123
147,300,paved,1,198
22,250,sand,1,103
133,1600,paved,1,191
192,1750,sand,1,280
5,650,sand,0,38
31,200,dirt,0,42
90,1100,rocky,1,185
184,550,paved,0,186
112,550,dirt,0,124
73,850,rocky,1,167
173,1500,rocky,1,270
148,2000,sand,1,238
183,150,dirt,0,193
128,1400,paved,0,135
88,1750,rocky,0,136
165,650,sand,0,198
80,0,rocky,0,120
130,1350,dirt,1,196
13,1600,paved,0,21
45,900,sand,0,79
190,200,sand,1,271
174,200,sand,0,205
113,1750,rocky,0,161
12,250,dirt,1,73
7,1450,dirt,0,24
77,1150,paved,0,82
188,950,dirt,0,202
96,850,dirt,0,110
94,600,sand,1,177
169,1550,dirt,1,236
44,1450,sand,0,81
149,1550,sand,0,186
37,1700,sand,1,125
187,2000,rocky,1,287
98,2000,sand,1,188
34,600,paved,1,87
14,1300,rocky,1,110
93,1500,dirt,0,110
104,950,sand,0,138
184,1700,sand,1,272
28,600,rocky,1,121
42,300,rocky,1,133
95,700,rocky,0,138
68,1300,sand,0,104
126,1200,dirt,0,142
97,500,dirt,0,109
194,850,sand,0,228
59,750,sand,0,92
52,1150,rocky,0,97
163,900,dirt,1,227
108,1850,rocky,1,207
143,150,dirt,1,203
46,500,dirt,1,108
44,750,rocky,0,87
27,1650,dirt,1,95
51,100,rocky,0,91
46,1150,dirt,0,61
33,1150,paved,1,88
83,1300,rocky,0,129
97,1050,rocky,0,142
7,1300,rocky,0,53
28,500,rocky,0,70
193,100,rocky,0,233
178,1600,sand,1,266
178,1300,sand,1,264
193,1750,sand,1,281
128,1550,rocky,1,225
114,150,sand,1,194
173,100,dirt,1,233
28,1650,sand,1,116
87,1450,paved,0,94
132,1200,dirt,1,198
47,200,rocky,0,88
138,900,rocky,1,232
31,1050,dirt,0,46
63,250,sand,0,94
194,1100,paved,1,249
168,350,paved,1,219
162,1600,sand,1,250
1,250,dirt,0,12
184,150,paved,0,184
22,1850,dirt,0,41
167,850,dirt,0,181
191,1050,sand,0,226
161,1350,sand,1,247
157,1650,sand,0,195
22,300,rocky,1,113
12,900,sand,0,46
93,1900,paved,0,102
175,350,paved,1,226
156,0,paved,1,206
79,2000,sand,0,119
13,400,dirt,0,25
106,250,paved,1,157
171,1300,dirt,0,187
36,0,paved,1,86
44,1600,sand,1,132
42,650,rocky,0,85
87,100,rocky,0,127
33,1900,sand,0,72
65,600,dirt,1,128
16,900,rocky,0,60
125,1350,dirt,1,191
115,350,sand,1,196
119,150,dirt,1,179
180,1350,sand,1,266
53,1200,dirt,0,69
2,1600,rocky,1,100
74,1300,sand,0,110
21,50,paved,1,71
185,1500,rocky,1,282
113,2000,sand,0,153
56,1250,rocky,1,152
75,1350,paved,0,81
106,1950,dirt,0,125
104,750,sand,0,137
41,500,paved,1,93
43,850,rocky,0,87
3,450,paved,0,5
22,2000,dirt,1,92
110,1850,rocky,0,159
123,800,paved,0,127
149,450,sand,1,231
163,2000,dirt,1,233
102,1650,sand,0,140
96,700,paved,0,99
145,200,paved,1,196
76,850,rocky,1,170
115,150,sand,1,195
200,600,sand,0,233
41,50,dirt,1,101
70,1100,paved,0,75
123,2000,paved,1,183
140,350,paved,0,141
139,200,sand,1,220
126,100,dirt,0,136
68,1950,paved,0,77
83,1300,paved,0,89
68,1000,rocky,1,163
182,250,paved,1,233
91,1700,paved,1,149
161,350,dirt,1,222
105,1650,paved,0,113
45,1350,dirt,1,111
144,1200,rocky,0,190
27,1350,paved,0,33
6,450,rocky,0,48
44,1150,sand,1,129
37,450,dirt,0,49
140,150,sand,1,220
158,1250,dirt,1,224
163,1350,sand,1,249
133,600,sand,1,216
176,50,paved,1,226
57,400,rocky,0,99
194,100,sand,1,274
77,1550,rocky,0,124
46,1950,rocky,1,145
149,0,rocky,0,189
194,900,rocky,1,288
91,1050,sand,0,126
159,1100,rocky,1,254
122,1350,rocky,1,218
115,100,rocky,0,155
46,600,rocky,1,139
164,1350,sand,0,200
169,1000,rocky,1,264
56,1300,sand,1,142
171,0,sand,0,201
134,1750,sand,1,222
153,950,rocky,0,197
23,1850,paved,0,32
85,750,paved,0,88
98,450,sand,0,130
58,1600,rocky,0,106
30,350,rocky,1,121
11,400,paved,0,13
188,50,sand,1,268
3,1050,sand,1,88
183,1350,sand,0,219
15,1100,dirt,0,30
18,750,dirt,0,31
62,1600,rocky,1,160
71,1800,dirt,1,140
120,1250,paved,0,126
79,350,rocky,1,170
12,1300,sand,1,98
192,2000,paved,1,252
158,100,sand,1,238
119,1700,rocky,1,217
151,1450,sand,1,238
110,350,sand,1,191
20,750,sand,1,103
39,1150,paved,0,44
75,1650,dirt,0,93
110,2000,rocky,1,210
139,1000,rocky,1,234
98,700,dirt,0,111
34,1500,rocky,1,131
19,450,paved,1,71
71,550,paved,0,73
11,1850,sand,0,50
187,1300,dirt,1,253
188,950,rocky,1,282
167,1450,sand,1,254
7,200,paved,1,58
162,0,rocky,1,252
101,350,rocky,1,192
17,1250,rocky,0,63
31,450,rocky,0,73
80,100,dirt,1,140
150,1450,dirt,0,167
84,1900,sand,1,173
81,1850,sand,0,120
105,600,rocky,0,148
191,1350,dirt,1,257
10,1200,sand,0,46
147,200,dirt,1,208
178,0,sand,0,208
49,700,rocky,0,92
159,100,sand,1,239
117,1350,dirt,0,133
183,1050,dirt,1,248
98,650,sand,1,181
195,150,sand,1,275
40,450,rocky,0,82
179,700,rocky,0,222
55,1950,paved,1,114
48,1350,paved,0,54
80,1700,rocky,0,128
37,0,sand,0,67
132,1150,paved,1,187
41,1750,paved,0,49
157,950,paved,1,211
85,500,sand,1,167
100,1000,dirt,0,115
43,800,dirt,1,107
144,1000,sand,1,229
73,1300,sand,1,159
67,550,dirt,0,79
109,700,paved,1,162
74,1700,rocky,1,172
62,950,paved,0,66
27,1300,sand,1,113
59,1950,dirt,1,128
2,1850,sand,1,91
92,1150,sand,0,127
33,300,rocky,1,124
92,1750,rocky,1,190
124,350,dirt,1,185
86,950,rocky,1,180
172,1550,dirt,0,189
38,1300,paved,1,94
52,2000,dirt,1,122
83,200,sand,1,164
56,300,dirt,0,67
38,1900,dirt,0,57
113,1200,sand,1,199
173,900,rocky,0,217
193,1800,sand,1,282
118,650,rocky,1,211
19,500,sand,1,101
103,1000,rocky,0,148
1,50,rocky,0,41
142,1350,sand,1,228
161,50,sand,1,241
19,1300,dirt,0,35
2,0,rocky,0,42
194,300,rocky,0,235
76,750,paved,0,79
28,750,sand,0,61
156,1300,rocky,0,202
78,1450,rocky,1,175
126,1950,sand,0,165
30,800,paved,0,34
82,350,dirt,0,93
53,250,dirt,0,64
186,1900,rocky,0,235
91,1850,dirt,1,160
84,250,rocky,0,125
101,1150,dirt,1,166
112,500,rocky,1,204
91,1200,rocky,0,137
89,200,sand,0,120
145,450,rocky,1,237
18,950,sand,1,102
3,550,rocky,0,45
26,600,dirt,0,39
91,2000,paved,1,151
36,1050,dirt,0,51
32,750,rocky,1,125
138,1250,paved,1,194
114,1300,dirt,1,180
8,150,dirt,1,68
80,200,sand,0,111
53,1950,rocky,0,102
25,1450,dirt,0,42
112,700,paved,1,165
90,1650,sand,0,128
177,50,rocky,0,217
106,1350,dirt,1,172
169,1300,sand,0,205
1,1300,rocky,1,97
22,650,dirt,0,35
97,2000,sand,1,187
87,200,sand,0,118
5,2000,sand,0,45
6,1550,paved,0,13
188,1000,rocky,1,283
148,1850,dirt,0,167
180,2000,paved,1,240
86,1600,rocky,1,184
109,1100,rocky,1,204
90,1800,sand,1,179
139,1400,paved,0,146
194,1350,rocky,0,240
139,1200,sand,1,225
122,1200,rocky,0,168
150,750,paved,1,203
101,1600,dirt,0,119
124,150,sand,0,154
198,1250,rocky,0,244
168,600,paved,1,221
177,1000,rocky,0,222
187,1250,dirt,1,253
94,1600,dirt,1,162
167,1450,paved,0,174
106,1600,sand,0,144
73,250,rocky,0,114
119,450,paved,1,171
145,1550,rocky,0,192
148,900,sand,0,182
182,350,dirt,1,243
41,1700,sand,0,79
2,500,dirt,1,64
39,950,sand,0,73
41,400,paved,0,43
88,1800,paved,1,147
109,1100,paved,1,164
56,1600,paved,0,64
117,450,sand,1,199
157,0,rocky,0,197
194,1150,rocky,0,239
172,750,dirt,1,235
152,1100,paved,1,207
18,1000,paved,0,23
176,1450,rocky,1,273
166,1650,rocky,0,214
110,1100,rocky,1,205
101,750,paved,0,104
152,1900,dirt,1,221
135,1500,rocky,0,182
46,400,paved,1,98
4,400,rocky,0,46
189,1500,dirt,1,256
3,600,sand,1,86
189,450,sand,0,221
149,1200,dirt,1,215
41,0,dirt,1,101
31,250,sand,1,112
40,1150,paved,1,95
64,1850,sand,1,153
176,1000,dirt,0,191
17,250,rocky,0,58
100,350,paved,1,151
122,1900,paved,1,181
125,600,sand,0,158
30,1000,dirt,0,45
69,1950,paved,0,78
98,1300,dirt,0,114
12,1300,sand,1,98
142,650,rocky,0,185
117,1950,sand,1,206
121,900,rocky,1,215
96,900,paved,1,150
85,1800,sand,1,174
155,1350,paved,1,211
179,400,dirt,1,241
128,200,dirt,0,139
141,1300,dirt,1,207
141,1150,sand,1,226
150,1100,sand,1,235
119,600,dirt,1,182
94,1350,dirt,0,110
17,750,rocky,0,60
196,950,paved,1,250
187,600,sand,1,270
27,800,dirt,1,91
178,700,dirt,1,241
30,1600,rocky,1,128
95,1200,rocky,1,191
85,1100,paved,0,90
193,300,rocky,0,234
181,1600,dirt,1,249
52,0,paved,0,52
135,1900,paved,1,194
199,1300,sand,1,285
41,650,dirt,1,104
30,950,rocky,0,74
154,1550,dirt,0,171
101,1800,dirt,0,120
193,400,paved,0,195
20,1200,paved,0,26
3,1200,paved,0,9
13,800,sand,0,47
94,1050,sand,0,129
190,1800,rocky,1,289
22,500,rocky,1,114
155,1850,dirt,0,174
98,900,dirt,1,162
151,1700,paved,1,209
72,2000,rocky,0,122
181,400,dirt,1,243
172,1850,dirt,0,191
42,2000,sand,1,132
191,0,paved,1,241
187,500,paved,0,189
194,1450,paved,1,251
118,0,rocky,0,158
149,850,dirt,0,163
48,1300,paved,0,54
17,1350,sand,0,53
2,250,rocky,0,43
142,50,sand,1,222
182,50,sand,1,262
17,1550,dirt,0,34
134,500,dirt,1,196
146,900,paved,0,150
170,700,sand,1,253
53,500,dirt,0,65
128,1350,sand,1,214
141,1200,rocky,0,187
15,1700,rocky,1,113
178,1150,dirt,0,193
30,1400,rocky,0,77
20,1250,rocky,0,66
19,250,sand,0,50
156,450,rocky,1,248
12,300,paved,0,13
141,400,sand,0,173
133,200,rocky,1,224
53,1050,paved,0,58
98,650,dirt,1,161
60,1100,paved,1,115
42,0,sand,0,72
10,650,sand,0,43
102,1350,sand,0,138
67,650,sand,0,100
113,950,dirt,0,127
14,1950,rocky,0,63
136,1450,paved,0,143
170,1000,sand,1,255
190,0,dirt,0,200
82,600,rocky,0,125
73,100,paved,1,123
114,600,paved,0,117
120,1050,dirt,0,135
34,1850,sand,0,73
44,1100,paved,1,99
97,850,paved,0,101
66,750,dirt,0,79
48,750,rocky,0,91
108,650,sand,1,191
124,1550,paved,1,181
148,1900,dirt,0,167
113,100,rocky,0,153
154,250,rocky,1,245
78,1150,dirt,1,143
113,1450,sand,0,150
79,400,sand,1,161
82,1800,paved,1,141
68,0,sand,1,148
165,500,sand,0,197
43,1650,rocky,1,141
180,350,rocky,1,271
117,550,sand,1,199
170,750,dirt,0,183
175,1950,paved,0,184
167,50,paved,0,167
147,1100,dirt,0,162
23,300,dirt,0,34
200,1350,dirt,0,216
68,600,sand,1,151
71,1650,paved,0,79
20,700,sand,1,103
152,1500,rocky,1,249
105,1650,paved,0,113
16,1850,dirt,1,85
47,600,sand,1,130
142,250,paved,1,193
182,1700,sand,0,220
20,1700,rocky,0,68
177,750,paved,0,180
50,800,sand,1,134
48,200,rocky,1,139
189,400,rocky,0,231
167,1450,dirt,1,234
73,600,paved,1,126
142,700,sand,1,225
118,1250,sand,0,154
30,1700,paved,0,38
164,1850,rocky,1,263
72,1750,sand,1,160
149,1050,sand,1,234
97,1150,paved,0,102
33,350,sand,0,64
166,1500,dirt,0,183
170,100,paved,0,170
8,1100,dirt,1,73
127,850,rocky,1,221
10,1300,rocky,1,106
3,1100,sand,0,38
154,1250,sand,1,240
68,1350,rocky,1,164
75,450,rocky,1,167
178,1300,sand,1,264
190,50,dirt,1,250
110,1650,dirt,0,128
32,550,paved,0,34
81,1550,rocky,1,178
128,1050,dirt,1,193
17,1050,paved,1,72
176,1250,paved,0,182
152,900,paved,0,156
86,500,paved,0,88
30,850,rocky,0,74
14,650,dirt,0,27
187,1400,rocky,1,284
98,1650,rocky,1,196
179,1150,dirt,1,244
169,1000,paved,0,174
128,450,dirt,0,140
39,800,rocky,0,83
86,700,paved,0,89
38,600,dirt,1,101
92,150,dirt,0,102
92,950,dirt,1,156
38,1400,paved,1,95
11,1150,dirt,1,76
171,950,sand,1,255
173,750,sand,0,206
105,850,dirt,1,169
72,1750,sand,0,110
142,1000,sand,0,177
1,1150,dirt,0,16
87,1900,sand,1,176
182,550,dirt,1,244
177,1850,dirt,1,246
80,1900,paved,0,89
194,1000,sand,0,229
33,1550,paved,1,90
70,1150,paved,1,125
26,1300,rocky,0,72
67,750,paved,0,70
14,350,paved,1,65
18,1800,sand,1,107
98,1300,sand,1,184
98,1950,dirt,1,167
129,0,rocky,0,169
159,100,rocky,1,249
38,150,rocky,0,78
57,900,rocky,0,101
123,700,paved,0,126
80,1800,dirt,1,149
112,1650,paved,0,120
92,1350,rocky,0,138
3,1600,dirt,0,21
175,1250,rocky,0,221
164,0,dirt,0,174
152,1500,sand,1,239
138,950,rocky,0,182
167,100,paved,1,217
39,600,dirt,0,52
62,150,dirt,0,72
70,1350,dirt,0,86
188,1100,paved,1,243
186,1500,paved,0,193
36,1750,dirt,0,54
149,400,rocky,0,191
191,1350,paved,0,197
19,150,sand,1,99
24,1700,paved,1,82
139,1000,sand,1,224
22,850,dirt,0,36
72,1750,paved,1,130
104,300,rocky,0,145
133,650,paved,1,186
73,1850,paved,0,82
121,1550,paved,1,178
157,1950,dirt,1,226
71,1250,rocky,0,117
85,1900,sand,0,124
86,1300,paved,1,142
200,300,sand,1,281
73,1550,rocky,0,120
29,1450,dirt,0,46
36,650,sand,1,119
142,0,rocky,1,232
129,1050,rocky,0,174
61,1550,sand,0,98
72,1000,rocky,1,167
72,1400,rocky,0,119
142,650,sand,1,225
79,1400,dirt,0,96
161,1150,paved,1,216
41,1550,rocky,0,88
183,1000,sand,0,218
2,1100,rocky,0,47
29,50,rocky,1,119
140,850,sand,0,174
35,1400,rocky,1,132
96,50,rocky,0,136
139,950,rocky,0,183
44,1700,paved,0,52
106,1900,sand,0,145
169,850,dirt,0,183
91,2000,paved,0,101
55,1900,sand,0,94
100,600,sand,1,183
38,1050,paved,0,43
42,300,rocky,0,83
64,500,dirt,1,126
170,900,paved,1,224
155,800,paved,0,159
167,400,rocky,1,259
8,1050,sand,1,93
38,1100,dirt,1,103
106,1800,rocky,0,155
94,100,dirt,0,104
115,500,sand,1,197
168,1950,dirt,1,237
1,1050,sand,1,86
77,700,sand,0,110
76,650,dirt,1,139
117,1450,sand,1,204
83,100,sand,1,163
84,0,paved,0,84
35,50,dirt,1,95
53,1000,paved,1,108
2,2000,sand,1,92
48,0,sand,1,128
67,500,dirt,0,79
193,250,dirt,0,204
55,1050,dirt,1,120
196,1350,sand,1,282
168,300,rocky,0,209
64,750,paved,0,67
114,250,paved,1,165
9,1250,sand,1,95
97,100,paved,0,97
35,1600,paved,0,43
14,2000,dirt,1,84
63,200,paved,0,64
60,1750,dirt,0,78
165,1550,paved,1,222
97,750,rocky,0,140
87,1000,sand,0,122
187,800,rocky,1,281
143,50,dirt,1,203
129,800,dirt,1,193
157,0,dirt,1,217
129,1350,paved,0,135
3,850,dirt,0,17
121,50,rocky,1,211
114,400,sand,1,196
170,1550,rocky,1,267
166,850,sand,1,250
160,400,dirt,0,172
147,300,dirt,1,208
23,250,rocky,1,114
162,350,dirt,0,173
183,1200,rocky,1,279
79,850,dirt,0,93
111,650,rocky,1,204
25,950,paved,0,29
65,1100,sand,1,150
168,50,paved,1,218
81,0,sand,0,111
89,1400,dirt,0,106
181,500,sand,0,213
161,100,rocky,1,251
166,950,rocky,0,210
171,1050,paved,0,176
148,350,dirt,0,159
5,100,rocky,1,95
198,200,sand,0,229
21,1750,rocky,1,119
127,650,sand,0,160
113,1800,dirt,0,132
12,400,dirt,1,74
171,750,sand,0,204
196,1850,dirt,1,265
2,1750,rocky,1,100
120,100,sand,1,200
46,1650,rocky,1,144
99,250,rocky,0,140
123,1250,paved,0,129
112,600,dirt,1,175
163,150,sand,1,243
6,100,rocky,1,96
59,1450,dirt,1,126
60,100,dirt,1,120
84,600,rocky,1,177
120,800,rocky,0,164
133,200,rocky,0,174
61,1650,paved,0,69
83,1200,sand,1,169
129,1200,paved,1,185
1,1600,rocky,0,49
135,100,rocky,0,175
31,1800,paved,0,40
159,2000,dirt,1,229
193,450,dirt,0,205
109,50,dirt,0,119
86,1650,rocky,1,184
129,250,sand,0,160
35,850,paved,0,39
76,1400,dirt,1,143
17,350,sand,1,98
40,1600,dirt,0,58
106,1650,sand,0,144
48,50,dirt,0,58
95,1100,paved,0,100
175,600,paved,0,178
189,2000,dirt,1,259
119,550,sand,1,201
181,1000,rocky,0,226
118,850,dirt,0,132
193,150,sand,1,273
190,400,rocky,0,232
132,1600,rocky,1,230
92,50,rocky,0,132
115,650,dirt,0,128
29,1650,dirt,0,47
61,100,rocky,0,101
94,2000,paved,1,154
160,450,dirt,0,172
46,750,rocky,1,139
91,1500,rocky,1,188
176,100,paved,0,176
109,500,paved,1,161
99,1200,paved,0,105
87,750,sand,1,170
159,1700,sand,1,247
106,500,dirt,0,118
172,1250,rocky,1,268
44,600,paved,1,97
52,200,sand,1,133
90,1700,paved,1,148
19,700,paved,1,72
20,100,sand,0,50
187,1850,rocky,1,286
20,500,paved,1,72
66,1650,dirt,1,134
130,550,rocky,0,172
61,1150,rocky,1,156
7,1700,rocky,0,55
118,1200,sand,1,204
55,500,sand,1,137
155,850,rocky,1,249
34,1550,sand,1,121
77,250,rocky,0,118
8,400,paved,1,60
158,700,sand,1,241
77,900,rocky,1,171
47,150,sand,1,127
141,450,dirt,1,203
188,1950,dirt,1,257
102,550,rocky,0,144
128,1300,rocky,0,174
110,1700,dirt,0,128
141,600,sand,1,224
75,350,sand,1,156
109,1850,rocky,0,158
70,0,sand,0,100
30,300,rocky,0,71
167,1750,sand,1,255
92,1200,dirt,0,108
173,2000,dirt,1,243
56,1900,dirt,0,75
36,1000,dirt,1,101
116,1400,paved,0,123
11,1650,paved,1,69
158,600,paved,1,211
153,350,sand,0,184
135,1050,dirt,1,200
15,200,dirt,1,76
21,600,dirt,1,84
29,1750,sand,1,117
151,1150,sand,0,186
164,1050,sand,0,199
112,300,rocky,0,153
10,650,rocky,1,103
79,2000,rocky,0,129
45,1000,sand,1,130
146,1850,dirt,1,215
72,500,sand,1,154
167,350,paved,0,168
110,850,paved,0,114
108,1350,rocky,1,204
5,1800,dirt,0,24
179,800,sand,1,263
146,350,paved,0,147
122,0,paved,1,172
20,550,dirt,1,82
29,550,dirt,0,41
149,550,sand,0,181
130,1100,dirt,0,145
174,350,sand,1,255
42,800,rocky,0,86
117,750,rocky,1,210
18,100,rocky,1,108
183,1850,rocky,1,282
118,600,dirt,0,131
64,550,dirt,0,76
138,300,paved,1,189
132,950,dirt,0,146
156,200,rocky,0,197
39,50,sand,0,69
135,950,rocky,1,229
59,1150,sand,1,144
155,700,sand,1,238
25,350,sand,1,106
91,250,sand,1,172
144,1250,paved,0,150
73,800,rocky,0,117
36,1100,sand,0,71
163,1200,sand,1,249
85,0,paved,1,135
32,150,rocky,1,122
93,1250,dirt,1,159
88,100,rocky,0,128
86,1800,paved,1,145
101,1100,paved,0,106
159,900,rocky,0,203
9,1450,dirt,1,76
92,1700,rocky,0,140
151,1800,rocky,1,250
189,50,dirt,0,199
79,1250,rocky,0,125
80,500,dirt,1,142
35,800,dirt,1,99
67,1700,paved,1,125
29,1950,sand,1,118
95,1200,sand,1,181
164,1100,sand,0,199
180,1350,paved,0,186
52,800,paved,0,56
35,150,paved,0,35
134,1000,dirt,0,149
161,50,dirt,0,171
81,1100,dirt,0,96
188,900,sand,0,222
40,1750,rocky,1,138
179,250,paved,1,230
39,2000,rocky,1,139
94,450,rocky,0,136
150,500,paved,0,152
86,1300,paved,1,142
42,500,dirt,1,104
15,100,rocky,0,55
143,900,rocky,1,237
199,700,dirt,0,212
16,150,rocky,0,56
179,1200,paved,1,235
62,1600,paved,0,70
147,800,paved,1,201
61,400,sand,1,143
126,450,sand,0,158
1,1350,rocky,1,97
37,600,dirt,1,100
2,1300,rocky,1,98
34,300,dirt,0,45
184,1150,dirt,1,249
186,400,dirt,0,198
83,100,rocky,1,173
158,150,dirt,1,218
116,1300,paved,0,122
35,500,sand,0,67
109,1050,paved,0,114
23,400,paved,1,75
105,1000,rocky,0,150
66,950,dirt,0,80
31,550,dirt,1,93
160,1850,dirt,1,229
85,1250,dirt,0,101
43,250,rocky,0,84
156,1250,rocky,1,252
26,600,dirt,1,89
33,800,rocky,0,77
156,1900,dirt,1,225
40,400,dirt,1,102
56,1150,paved,0,61
119,2000,rocky,1,219
168,850,paved,1,222
18,1050,paved,1,73
27,100,sand,0,57
113,1200,rocky,1,209
36,1050,paved,1,91
42,350,dirt,0,53
74,1450,paved,1,131
123,1900,sand,1,212
67,1250,rocky,1,163
91,900,sand,1,175
85,550,rocky,0,127
183,600,sand,1,266
186,1800,sand,1,275
158,950,rocky,0,202
106,900,dirt,1,170
174,2000,rocky,0,224
139,950,sand,0,173
18,550,sand,1,100
163,750,dirt,0,176
124,1350,paved,1,180
78,500,dirt,0,90
107,1200,dirt,1,173
67,1950,paved,1,126
52,800,dirt,1,116
140,1100,rocky,0,185
26,950,sand,0,60
35,1800,paved,1,94
34,950,paved,1,88
172,400,rocky,0,214
78,850,sand,1,162
140,1500,rocky,1,237
70,1600,rocky,1,168
76,150,rocky,0,116
118,1250,paved,1,174
88,150,dirt,1,148
19,1700,rocky,0,67
74,100,paved,0,74
148,1150,sand,1,233
152,150,paved,1,202
29,1500,dirt,1,96
74,1450,sand,0,111
184,1250,paved,0,190
